,name,sex,category,mianownik,dopełniacz,celownik,biernik,narzędnik,miejscownik,wołacz,nominativus,genetivus,dativus,accusativus,instrumentalis,locativus,vocativus
30,Amanda,f,s,Amanda,Amandy,Amandzie,Amandę,Amandą,Amandzie,Amando,Amanda,Amandy,Amandzie,Amandę,Amandą,Amandzie,Amando
31,Amanda,f,pl,Amandy,Amand,Amandom,Amandy,Amandami,Amandach,Amandy,Amandy,Amand,Amandom,Amandy,Amandami,Amandach,Amandy
32,Amelia,f,s,Amelia,Amelii,Amelii,Amelię,Amelią,Amelii,Amelio,Amelia,Amelii,Amelii,Amelię,Amelią,Amelii,Amelio
33,Amelia,f,pl,Amelie,Amelii,Ameliom,Amelie,Ameliami,Ameliach,Amelie,Amelie,Amelii,Ameliom,Amelie,Ameliami,Ameliach,Amelie
34,Anastazja,f,s,Anastazja,Anastazji,Anastazji,Anastazję,Anastazją,Anastazji,Anastazjo,Anastazja,Anastazji,Anastazji,Anastazję,Anastazją,Anastazji,Anastazjo
35,Anastazja,f,pl,Anastazje,Anastazji,Anastazjom,Anastazje,Anastazjami,Anastazjach,Anastazje,Anastazje,Anastazji,Anastazjom,Anastazje,Anastazjami,Anastazjach,Anastazje
36,Anatolia,f,s,Anatolia,Anatolii,Anatolii,Anatolię,Anatolią,Anatolii,Anatolio,Anatolia,Anatolii,Anatolii,Anatolię,Anatolią,Anatolii,Anatolio
37,Anatolia,f,pl,Anatolie,Anatolii,Anatoliom,Anatolie,Anatoliami,Anatoliach,Anatolie,Anatolie,Anatolii,Anatoliom,Anatolie,Anatoliami,Anatoliach,Anatolie
38,Andrea,f,s,Andrea,Andrei,Andrei,Andreę,Andreą,Andrei,Andreo,Andrea,Andrei,Andrei,Andreę,Andreą,Andrei,Andreo
39,Andrea,f,pl,Andree,Andrei,Andreom,Andree,Andreami,Andreach,Andree,Andree,Andrei,Andreom,Andree,Andreami,Andreach,Andree
40,Andrzeja,f,s,Andrzeja,Andrzei,Andrzei,Andrzeję,Andrzeją,Andrzei,Andrzejo,Andrzeja,Andrzei,Andrzei,Andrzeję,Andrzeją,Andrzei,Andrzejo
41,Andrzeja,f,pl,Andrzeje,Andrzei,Andrzejom,Andrzeje,Andrzejami,Andrzejach,Andrzeje,Andrzeje,Andrzei,Andrzejom,Andrzeje,Andrzejami,Andrzejach,Andrzeje
42,Andżelika,f,s,Andżelika,Andżeliki,Andżelice,Andżelikę,Andżeliką,Andżelice,Andżeliko,Andżelika,Andżeliki,Andżelice,Andżelikę,Andżeliką,Andżelice,Andżeliko
43,Andżelika,f,pl,Andżeliki,Andżelik,Andżelikom,Andżeliki,Andżelikami,Andżelikach,Andżeliki,Andżeliki,Andżelik,Andżelikom,Andżeliki,Andżelikami,Andżelikach,Andżeliki
44,Aneta,f,s,Aneta,Anety,Anecie,Anetę,Anetą,Anecie,Aneto,Aneta,Anety,Anecie,Anetę,Anetą,Anecie,Aneto
45,Aneta,f,pl,Anety,Anet,Anetom,Anety,Anetami,Anetach,Anety,Anety,Anet,Anetom,Anety,Anetami,Anetach,Anety
46,Anetta,f,s,Anetta,Anetty,Anetcie,Anettę,Anettą,Anetcie,Anetto,Anetta,Anetty,Anetcie,Anettę,Anettą,Anetcie,Anetto
47,Anetta,f,pl,Anetty,Anett,Anettom,Anetty,Anettami,Anettach,Anetty,Anetty,Anett,Anettom,Anetty,Anettami,Anettach,Anetty
48,Angelika,f,s,Angelika,Angeliki,Angelice,Angelikę,Angeliką,Angelice,Angeliko,Angelika,Angeliki,Angelice,Angelikę,Angeliką,Angelice,Angeliko
49,Angelika,f,pl,Angeliki,Angelik,Angelikom,Angeliki,Angelikami,Angelikach,Angeliki,Angeliki,Angelik,Angelikom,Angeliki,Angelikami,Angelikach,Angeliki
50,Aniela,f,s,Aniela,Anieli,Anieli,Anielę,Anielą,Anieli,Anielo,Aniela,Anieli,Anieli,Anielę,Anielą,Anieli,Anielo
51,Aniela,f,pl,Aniele,Anieli,Anielom,Aniele,Anielami,Anielach,Aniele,Aniele,Anieli,Anielom,Aniele,Anielami,Anielach,Aniele
52,Anita,f,s,Anita,Anity,Anicie,Anitę,Anitą,Anicie,Anito,Anita,Anity,Anicie,Anitę,Anitą,Anicie,Anito
53,Anita,f,pl,Anity,Anit,Anitom,Anity,Anitami,Anitach,Anity,Anity,Anit,Anitom,Anity,Anitami,Anitach,Anity
54,Anna,f,s,Anna,Anny,Annie,Annę,Anną,Annie,Anno,Anna,Anny,Annie,Annę,Anną,Annie,Anno
55,Anna,f,pl,Anny,Ann,Annom,Anny,Annami,Annach,Anny,Anny,Ann,Annom,Anny,Annami,Annach,Anny
56,Antonia,f,s,Antonia,Antonii,Antonii,Antonię,Antonią,Antonii,Antonio,Antonia,Antonii,Antonii,Antonię,Antonią,Antonii,Antonio
57,Antonia,f,pl,Antonie,Antonii,Antoniom,Antonie,Antoniami,Antoniach,Antonie,Antonie,Antonii,Antoniom,Antonie,Antoniami,Antoniach,Antonie
58,Antonina,f,s,Antonina,Antoniny,Antoninie,Antoninę,Antoniną,Antoninie,Antonino,Antonina,Antoniny,Antoninie,Antoninę,Antoniną,Antoninie,Antonino
59,Antonina,f,pl,Antoniny,Antonin,Antoninom,Antoniny,Antoninami,Antoninach,Antoniny,Antoniny,Antonin,Antoninom,Antoniny,Antoninami,Antoninach,Antoniny
60,Apolonia,f,s,Apolonia,Apolonii,Apolonii,Apolonię,Apolonią,Apolonii,Apolonio,Apolonia,Apolonii,Apolonii,Apolonię,Apolonią,Apolonii,Apolonio
61,Apolonia,f,pl,Apolonie,Apolonii,Apoloniom,Apolonie,Apoloniami,Apoloniach,Apolonie,Apolonie,Apolonii,Apoloniom,Apolonie,Apoloniami,Apoloniach,Apolonie
62,Ariadna,f,s,Ariadna,Ariadny,Ariadnie,Ariadnę,Ariadną,Ariadnie,Ariadno,Ariadna,Ariadny,Ariadnie,Ariadnę,Ariadną,Ariadnie,Ariadno
63,Ariadna,f,pl,Ariadny,Ariadn,Ariadnom,Ariadny,Ariadnami,Ariadnach,Ariadny,Ariadny,Ariadn,Ariadnom,Ariadny,Ariadnami,Ariadnach,Ariadny
64,Arleta,f,s,Arleta,Arlety,Arlecie,Arletę,Arletą,Arlecie,Arleto,Arleta,Arlety,Arlecie,Arletę,Arletą,Arlecie,Arleto
65,Arleta,f,pl,Arlety,Arlet,Arletom,Arlety,Arletami,Arletach,Arlety,Arlety,Arlet,Arletom,Arlety,Arletami,Arletach,Arlety
66,Asteria,f,s,Asteria,Asterii,Asterii,Asterię,Asterią,Asterii,Asterio,Asteria,Asterii,Asterii,Asterię,Asterią,Asterii,Asterio
67,Asteria,f,pl,Asterie,Asterii,Asteriom,Asterie,Asteriami,Asteriach,Asterie,Asterie,Asterii,Asteriom,Asterie,Asteriami,Asteriach,Asterie
68,Atena,f,s,Atena,Ateny,Atenie,Atenę,Ateną,Atenie,Ateno,Atena,Ateny,Atenie,Atenę,Ateną,Atenie,Ateno
69,Atena,f,pl,Ateny,Aten,Atenom,Ateny,Atenami,Atenach,Ateny,Ateny,Aten,Atenom,Ateny,Atenami,Atenach,Ateny
70,Augustyna,f,s,Augustyna,Augustyny,Augustynie,Augustynę,Augustyną,Augustynie,Augustyno,Augustyna,Augustyny,Augustynie,Augustynę,Augustyną,Augustynie,Augustyno
71,Augustyna,f,pl,Augustyny,Augustyn,Augustynom,Augustyny,Augustynami,Augustynach,Augustyny,Augustyny,Augustyn,Augustynom,Augustyny,Augustynami,Augustynach,Augustyny
72,Aurelia,f,s,Aurelia,Aurelii,Aurelii,Aurelię,Aurelią,Aurelii,Aurelio,Aurelia,Aurelii,Aurelii,Aurelię,Aurelią,Aurelii,Aurelio
73,Aurelia,f,pl,Aurelie,Aurelii,Aureliom,Aurelie,Aureliami,Aureliach,Aurelie,Aurelie,Aurelii,Aureliom,Aurelie,Aureliami,Aureliach,Aurelie
74,Aurora,f,s,Aurora,Aurory,Aurorze,Aurorę,Aurorą,Aurorze,Auroro,Aurora,Aurory,Aurorze,Aurorę,Aurorą,Aurorze,Auroro
75,Aurora,f,pl,Aurory,Auror,Aurorom,Aurory,Aurorami,Aurorach,Aurory,Aurory,Auror,Aurorom,Aurory,Aurorami,Aurorach,Aurory
76,Balbina,f,s,Balbina,Balbiny,Balbinie,Balbinę,Balbiną,Balbinie,Balbino,Balbina,Balbiny,Balbinie,Balbinę,Balbiną,Balbinie,Balbino
77,Balbina,f,pl,Balbiny,Balbin,Balbinom,Balbiny,Balbinami,Balbinach,Balbiny,Balbiny,Balbin,Balbinom,Balbiny,Balbinami,Balbinach,Balbiny
78,Barbara,f,s,Barbara,Barbary,Barbarze,Barbarę,Barbarą,Barbarze,Barbaro,Barbara,Barbary,Barbarze,Barbarę,Barbarą,Barbarze,Barbaro
79,Barbara,f,pl,Barbary,Barbar,Barbarom,Barbary,Barbarami,Barbarach,Barbary,Barbary,Barbar,Barbarom,Barbary,Barbarami,Barbarach,Barbary
80,Beata,f,s,Beata,Beaty,Beacie,Beatę,Beatą,Beacie,Beato,Beata,Beaty,Beacie,Beatę,Beatą,Beacie,Beato
81,Beata,f,pl,Beaty,Beat,Beatom,Beaty,Beatami,Beatach,Beaty,Beaty,Beat,Beatom,Beaty,Beatami,Beatach,Beaty
82,Beatrycze,f,s,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze
83,Beatrycze,f,pl,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze,Beatrycze
84,Benigna,f,s,Benigna,Benigny,Benignie,Benignę,Benigną,Benignie,Benigno,Benigna,Benigny,Benignie,Benignę,Benigną,Benignie,Benigno
85,Benigna,f,pl,Benigny,Benign,Benignom,Benigny,Benignami,Benignach,Benigny,Benigny,Benign,Benignom,Benigny,Benignami,Benignach,Benigny
86,Berenika,f,s,Berenika,Bereniki,Berenice,Berenikę,Bereniką,Berenice,Bereniko,Berenika,Bereniki,Berenice,Berenikę,Bereniką,Berenice,Bereniko
87,Berenika,f,pl,Bereniki,Berenik,Berenikom,Bereniki,Berenikami,Berenikach,Bereniki,Bereniki,Berenik,Berenikom,Bereniki,Berenikami,Berenikach,Bereniki
88,Bernadeta,f,s,Bernadeta,Bernadety,Bernadecie,Bernadetę,Bernadetą,Bernadecie,Bernadeto,Bernadeta,Bernadety,Bernadecie,Bernadetę,Bernadetą,Bernadecie,Bernadeto
89,Bernadeta,f,pl,Bernadety,Bernadet,Bernadetom,Bernadety,Bernadetami,Bernadetach,Bernadety,Bernadety,Bernadet,Bernadetom,Bernadety,Bernadetami,Bernadetach,Bernadety
90,Bianka,f,s,Bianka,Bianki,Biance,Biankę,Bianką,Biance,Bianko,Bianka,Bianki,Biance,Biankę,Bianką,Biance,Bianko
91,Bianka,f,pl,Bianki,Bianek,Biankom,Bianki,Biankami,Biankach,Bianki,Bianki,Bianek,Biankom,Bianki,Biankami,Biankach,Bianki
92,Bibiana,f,s,Bibiana,Bibiany,Bibianie,Bibianę,Bibianą,Bibianie,Bibiano,Bibiana,Bibiany,Bibianie,Bibianę,Bibianą,Bibianie,Bibiano
93,Bibiana,f,pl,Bibiany,Bibian,Bibianom,Bibiany,Bibianami,Bibianach,Bibiany,Bibiany,Bibian,Bibianom,Bibiany,Bibianami,Bibianach,Bibiany
94,Boguchwała,f,s,Boguchwała,Boguchwały,Boguchwale,Boguchwałę,Boguchwałą,Boguchwale,Boguchwało,Boguchwała,Boguchwały,Boguchwale,Boguchwałę,Boguchwałą,Boguchwale,Boguchwało
95,Boguchwała,f,pl,Boguchwały,Boguchwał,Boguchwałom,Boguchwały,Boguchwałami,Boguchwałach,Boguchwały,Boguchwały,Boguchwał,Boguchwałom,Boguchwały,Boguchwałami,Boguchwałach,Boguchwały
96,Bogumiła,f,s,Bogumiła,Bogumiły,Bogumile,Bogumiłę,Bogumiłą,Bogumile,Bogumiło,Bogumiła,Bogumiły,Bogumile,Bogumiłę,Bogumiłą,Bogumile,Bogumiło
97,Bogumiła,f,pl,Bogumiły,Bogumił,Bogumiłom,Bogumiły,Bogumiłami,Bogumiłach,Bogumiły,Bogumiły,Bogumił,Bogumiłom,Bogumiły,Bogumiłami,Bogumiłach,Bogumiły
98,Bona,f,s,Bona,Bony,Bonie,Bonę,Boną,Bonie,Bono,Bona,Bony,Bonie,Bonę,Boną,Bonie,Bono
99,Bona,f,pl,Bony,Bon,Bonom,Bony,Bonami,Bonach,Bony,Bony,Bon,Bonom,Bony,Bonami,Bonach,Bony
100,Bożena,f,s,Bożena,Bożeny,Bożenie,Bożenę,Bożeną,Bożenie,Bożeno,Bożena,Bożeny,Bożenie,Bożenę,Bożeną,Bożenie,Bożeno
101,Bożena,f,pl,Bożeny,Bożen,Bożenom,Bożeny,Bożenami,Bożenach,Bożeny,Bożeny,Bożen,Bożenom,Bożeny,Bożenami,Bożenach,Bożeny
102,Bożenna,f,s,Bożenna,Bożenny,Bożennie,Bożennę,Bożenną,Bożennie,Bożenno,Bożenna,Bożenny,Bożennie,Bożennę,Bożenną,Bożennie,Bożenno
103,Bożenna,f,pl,Bożenny,Bożenn,Bożennom,Bożenny,Bożennami,Bożennach,Bożenny,Bożenny,Bożenn,Bożennom,Bożenny,Bożennami,Bożennach,Bożenny
104,Bronisława,f,s,Bronisława,Bronisławy,Bronisławie,Bronisławę,Bronisławą,Bronisławie,Bronisławo,Bronisława,Bronisławy,Bronisławie,Bronisławę,Bronisławą,Bronisławie,Bronisławo
105,Bronisława,f,pl,Bronisławy,Bronisław,Bronisławom,Bronisławy,Bronisławami,Bronisławach,Bronisławy,Bronisławy,Bronisław,Bronisławom,Bronisławy,Bronisławami,Bronisławach,Bronisławy
106,Brunhilda,f,s,Brunhilda,Brunhildy,Brunhildzie,Brunhildę,Brunhildą,Brunhildzie,Brunhildo,Brunhilda,Brunhildy,Brunhildzie,Brunhildę,Brunhildą,Brunhildzie,Brunhildo
107,Brunhilda,f,pl,Brunhildy,Brunhild,Brunhildom,Brunhildy,Brunhildami,Brunhildach,Brunhildy,Brunhildy,Brunhild,Brunhildom,Brunhildy,Brunhildami,Brunhildach,Brunhildy
108,Brygida,f,s,Brygida,Brygidy,Brygidzie,Brygidę,Brygidą,Brygidzie,Brygido,Brygida,Brygidy,Brygidzie,Brygidę,Brygidą,Brygidzie,Brygido
109,Brygida,f,pl,Brygidy,Brygid,Brygidom,Brygidy,Brygidami,Brygidach,Brygidy,Brygidy,Brygid,Brygidom,Brygidy,Brygidami,Brygidach,Brygidy
110,Cecylia,f,s,Cecylia,Cecylii,Cecylii,Cecylię,Cecylią,Cecylii,Cecylio,Cecylia,Cecylii,Cecylii,Cecylię,Cecylią,Cecylii,Cecylio
111,Cecylia,f,pl,Cecylie,Cecylii,Cecyliom,Cecylie,Cecyliami,Cecyliach,Cecylie,Cecylie,Cecylii,Cecyliom,Cecylie,Cecyliami,Cecyliach,Cecylie
112,Celina,f,s,Celina,Celiny,Celinie,Celinę,Celiną,Celinie,Celino,Celina,Celiny,Celinie,Celinę,Celiną,Celinie,Celino
113,Celina,f,pl,Celiny,Celin,Celinom,Celiny,Celinami,Celinach,Celiny,Celiny,Celin,Celinom,Celiny,Celinami,Celinach,Celiny
114,Cezaria,f,s,Cezaria,Cezarii,Cezarii,Cezarię,Cezarią,Cezarii,Cezario,Cezaria,Cezarii,Cezarii,Cezarię,Cezarią,Cezarii,Cezario
115,Cezaria,f,pl,Cezarie,Cezarii,Cezariom,Cezarie,Cezariami,Cezariach,Cezarie,Cezarie,Cezarii,Cezariom,Cezarie,Cezariami,Cezariach,Cezarie
116,Ciechosława,f,s,Ciechosława,Ciechosławy,Ciechosławie,Ciechosławę,Ciechosławą,Ciechosławie,Ciechosławo,Ciechosława,Ciechosławy,Ciechosławie,Ciechosławę,Ciechosławą,Ciechosławie,Ciechosławo
117,Ciechosława,f,pl,Ciechosławy,Ciechosław,Ciechosławom,Ciechosławy,Ciechosławami,Ciechosławach,Ciechosławy,Ciechosławy,Ciechosław,Ciechosławom,Ciechosławy,Ciechosławami,Ciechosławach,Ciechosławy
118,Czesława,f,s,Czesława,Czesławy,Czesławie,Czesławę,Czesławą,Czesławie,Czesławo,Czesława,Czesławy,Czesławie,Czesławę,Czesławą,Czesławie,Czesławo
119,Czesława,f,pl,Czesławy,Czesław,Czesławom,Czesławy,Czesławami,Czesławach,Czesławy,Czesławy,Czesław,Czesławom,Czesławy,Czesławami,Czesławach,Czesławy
120,Dagmara,f,s,Dagmara,Dagmary,Dagmarze,Dagmarę,Dagmarą,Dagmarze,Dagmaro,Dagmara,Dagmary,Dagmarze,Dagmarę,Dagmarą,Dagmarze,Dagmaro
121,Dagmara,f,pl,Dagmary,Dagmar,Dagmarom,Dagmary,Dagmarami,Dagmarach,Dagmary,Dagmary,Dagmar,Dagmarom,Dagmary,Dagmarami,Dagmarach,Dagmary
122,Damroka,f,s,Damroka,Damroki,Damroce,Damrokę,Damroką,Damroce,Damroko,Damroka,Damroki,Damroce,Damrokę,Damroką,Damroce,Damroko
123,Damroka,f,pl,Damroki,Damrok,Damrokom,Damroki,Damrokami,Damrokach,Damroki,Damroki,Damrok,Damrokom,Damroki,Damrokami,Damrokach,Damroki
124,Dana,f,s,Dana,Dany,Danie,Danę,Daną,Danie,Dano,Dana,Dany,Danie,Danę,Daną,Danie,Dano
125,Dana,f,pl,Dany,Dan,Danom,Dany,Danami,Danach,Dany,Dany,Dan,Danom,Dany,Danami,Danach,Dany
126,Daniela,f,s,Daniela,Danieli,Danieli,Danielę,Danielą,Danieli,Danielo,Daniela,Danieli,Danieli,Danielę,Danielą,Danieli,Danielo
127,Daniela,f,pl,Daniele,Daniel,Danielom,Daniele,Danielami,Danielach,Daniele,Daniele,Daniel,Danielom,Daniele,Danielami,Danielach,Daniele
128,Danisława,f,s,Danisława,Danisławy,Danisławie,Danisławę,Danisławą,Danisławie,Danisławo,Danisława,Danisławy,Danisławie,Danisławę,Danisławą,Danisławie,Danisławo
129,Danisława,f,pl,Danisławy,Danisław,Danisławom,Danisławy,Danisławami,Danisławach,Danisławy,Danisławy,Danisław,Danisławom,Danisławy,Danisławami,Danisławach,Danisławy
130,Danuta,f,s,Danuta,Danuty,Danucie,Danutę,Danutą,Danucie,Danuto,Danuta,Danuty,Danucie,Danutę,Danutą,Danucie,Danuto
131,Danuta,f,pl,Danuty,Danut,Danutom,Danuty,Danutami,Danutach,Danuty,Danuty,Danut,Danutom,Danuty,Danutami,Danutach,Danuty
132,Daria,f,s,Daria,Darii,Darii,Darię,Darią,Darii,Dario,Daria,Darii,Darii,Darię,Darią,Darii,Dario
133,Daria,f,pl,Darie,Darii,Dariom,Darie,Dariami,Dariach,Darie,Darie,Darii,Dariom,Darie,Dariami,Dariach,Darie
134,Daromiła,f,s,Daromiła,Daromiły,Daromile,Daromiłę,Daromiłą,Daromile,Daromiło,Daromiła,Daromiły,Daromile,Daromiłę,Daromiłą,Daromile,Daromiło
135,Daromiła,f,pl,Daromiły,Daromił,Daromiłom,Daromiły,Daromiłami,Daromiłach,Daromiły,Daromiły,Daromił,Daromiłom,Daromiły,Daromiłami,Daromiłach,Daromiły
136,Dąbrówka,f,s,Dąbrówka,Dąbrówki,Dąbrówce,Dąbrówkę,Dąbrówką,Dąbrówce,Dąbrówko,Dąbrówka,Dąbrówki,Dąbrówce,Dąbrówkę,Dąbrówką,Dąbrówce,Dąbrówko
137,Dąbrówka,f,pl,Dąbrówki,Dąbrówek,Dąbrówkom,Dąbrówki,Dąbrówkami,Dąbrówkach,Dąbrówki,Dąbrówki,Dąbrówek,Dąbrówkom,Dąbrówki,Dąbrówkami,Dąbrówkach,Dąbrówki
138,Delfina,f,s,Delfina,Delfiny,Delfinie,Delfinę,Delfiną,Delfinie,Delfino,Delfina,Delfiny,Delfinie,Delfinę,Delfiną,Delfinie,Delfino
139,Delfina,f,pl,Delfiny,Delfin,Delfinom,Delfiny,Delfinami,Delfinach,Delfiny,Delfiny,Delfin,Delfinom,Delfiny,Delfinami,Delfinach,Delfiny
140,Diana,f,s,Diana,Diany,Dianie,Dianę,Dianą,Dianie,Diano,Diana,Diany,Dianie,Dianę,Dianą,Dianie,Diano
141,Diana,f,pl,Diany,Dian,Dianom,Diany,Dianami,Dianach,Diany,Diany,Dian,Dianom,Diany,Dianami,Dianach,Diany
142,Dominika,f,s,Dominika,Dominiki,Dominice,Dominikę,Dominiką,Dominice,Dominiko,Dominika,Dominiki,Dominice,Dominikę,Dominiką,Dominice,Dominiko
143,Dominika,f,pl,Dominiki,Dominik,Dominikom,Dominiki,Dominikami,Dominikach,Dominiki,Dominiki,Dominik,Dominikom,Dominiki,Dominikami,Dominikach,Dominiki
144,Dorota,f,s,Dorota,Doroty,Dorocie,Dorotę,Dorotą,Dorocie,Doroto,Dorota,Doroty,Dorocie,Dorotę,Dorotą,Dorocie,Doroto
145,Dorota,f,pl,Doroty,Dorot,Dorotom,Doroty,Dorotami,Dorotach,Doroty,Doroty,Dorot,Dorotom,Doroty,Dorotami,Dorotach,Doroty
146,Dżamila,f,s,Dżamila,Dżamili,Dżamili,Dżamilę,Dżamilą,Dżamili,Dżamilo,Dżamila,Dżamili,Dżamili,Dżamilę,Dżamilą,Dżamili,Dżamilo
147,Dżamila,f,pl,Dżamile,Dżamil,Dżamilom,Dżamile,Dżamilami,Dżamilach,Dżamile,Dżamile,Dżamil,Dżamilom,Dżamile,Dżamilami,Dżamilach,Dżamile
148,Dżesika,f,s,Dżesika,Dżesiki,Dżesice,Dżesikę,Dżesiką,Dżesice,Dżesiko,Dżesika,Dżesiki,Dżesice,Dżesikę,Dżesiką,Dżesice,Dżesiko
149,Dżesika,f,pl,Dżesiki,Dżesik,Dżesikom,Dżesiki,Dżesikami,Dżesikach,Dżesiki,Dżesiki,Dżesik,Dżesikom,Dżesiki,Dżesikami,Dżesikach,Dżesiki
150,Edeltruda,f,s,Edeltruda,Edeltrudy,Edeltrudzie,Edeltrudę,Edeltrudą,Edeltrudzie,Edeltrudo,Edeltruda,Edeltrudy,Edeltrudzie,Edeltrudę,Edeltrudą,Edeltrudzie,Edeltrudo
151,Edeltruda,f,pl,Edeltrudy,Edeltrud,Edeltrudom,Edeltrudy,Edeltrudami,Edeltrudach,Edeltrudy,Edeltrudy,Edeltrud,Edeltrudom,Edeltrudy,Edeltrudami,Edeltrudach,Edeltrudy
152,Edyta,f,s,Edyta,Edyty,Edycie,Edytę,Edytą,Edycie,Edyto,Edyta,Edyty,Edycie,Edytę,Edytą,Edycie,Edyto
153,Edyta,f,pl,Edyty,Edyt,Edytom,Edyty,Edytami,Edytach,Edyty,Edyty,Edyt,Edytom,Edyty,Edytami,Edytach,Edyty
154,Eleonora,f,s,Eleonora,Eleonory,Eleonorze,Eleonorę,Eleonorą,Eleonorze,Eleonoro,Eleonora,Eleonory,Eleonorze,Eleonorę,Eleonorą,Eleonorze,Eleonoro
155,Eleonora,f,pl,Eleonory,Eleonor,Eleonorom,Eleonory,Eleonorami,Eleonorach,Eleonory,Eleonory,Eleonor,Eleonorom,Eleonory,Eleonorami,Eleonorach,Eleonory
156,Elwira,f,s,Elwira,Elwiry,Elwirze,Elwirę,Elwirą,Elwirze,Elwiro,Elwira,Elwiry,Elwirze,Elwirę,Elwirą,Elwirze,Elwiro
157,Elwira,f,pl,Elwirowie,Elwirów,Elwirom,Elwirów,Elwirami,Elwirach,Elwirowie,Elwirowie,Elwirów,Elwirom,Elwirów,Elwirami,Elwirach,Elwirowie
158,Elżbieta,f,s,Elżbieta,Elżbiety,Elżbiecie,Elżbietę,Elżbietą,Elżbiecie,Elżbieto,Elżbieta,Elżbiety,Elżbiecie,Elżbietę,Elżbietą,Elżbiecie,Elżbieto
159,Elżbieta,f,pl,Elżbiety,Elżbiet,Elżbietom,Elżbiety,Elżbietami,Elżbietach,Elżbiety,Elżbiety,Elżbiet,Elżbietom,Elżbiety,Elżbietami,Elżbietach,Elżbiety
160,Emilia,f,s,Emilia,Emilii,Emilii,Emilię,Emilią,Emilii,Emilio,Emilia,Emilii,Emilii,Emilię,Emilią,Emilii,Emilio
161,Emilia,f,pl,Emilie,Emilii,Emiliom,Emilie,Emiliami,Emiliach,Emilie,Emilie,Emilii,Emiliom,Emilie,Emiliami,Emiliach,Emilie
162,Emma,f,s,Emma,Emmy,Emmie,Emmę,Emmą,Emmie,Emmo,Emma,Emmy,Emmie,Emmę,Emmą,Emmie,Emmo
163,Emma,f,pl,Emmy,Emm,Emmom,Emmy,Emmami,Emmach,Emmy,Emmy,Emm,Emmom,Emmy,Emmami,Emmach,Emmy
164,Ernestyna,f,s,Ernestyna,Ernestyny,Ernestynie,Ernestynę,Ernestyną,Ernestynie,Ernestyno,Ernestyna,Ernestyny,Ernestynie,Ernestynę,Ernestyną,Ernestynie,Ernestyno
165,Ernestyna,f,pl,Ernestyny,Ernestyn,Ernestynom,Ernestyny,Ernestynami,Ernestynach,Ernestyny,Ernestyny,Ernestyn,Ernestynom,Ernestyny,Ernestynami,Ernestynach,Ernestyny
166,Eryka,f,s,Eryka,Eryki,Eryce,Erykę,Eryką,Eryce,Eryko,Eryka,Eryki,Eryce,Erykę,Eryką,Eryce,Eryko
167,Eryka,f,pl,Eryki,Eryk,Erykom,Eryki,Erykami,Erykach,Eryki,Eryki,Eryk,Erykom,Eryki,Erykami,Erykach,Eryki
168,Estera,f,s,Estera,Estery,Esterze,Esterę,Esterą,Esterze,Estero,Estera,Estery,Esterze,Esterę,Esterą,Esterze,Estero
169,Estera,f,pl,Estery,Ester,Esterom,Estery,Esterami,Esterach,Estery,Estery,Ester,Esterom,Estery,Esterami,Esterach,Estery
170,Eugenia,f,s,Eugenia,Eugenii,Eugenii,Eugenię,Eugenią,Eugenii,Eugenio,Eugenia,Eugenii,Eugenii,Eugenię,Eugenią,Eugenii,Eugenio
171,Eugenia,f,pl,Eugenie,Eugenii,Eugeniom,Eugenie,Eugeniami,Eugeniach,Eugenie,Eugenie,Eugenii,Eugeniom,Eugenie,Eugeniami,Eugeniach,Eugenie
172,Eunika,f,s,Eunika,Euniki,Eunice,Eunikę,Euniką,Eunice,Euniko,Eunika,Euniki,Eunice,Eunikę,Euniką,Eunice,Euniko
173,Eunika,f,pl,Euniki,Eunik,Eunikom,Euniki,Eunikami,Eunikach,Euniki,Euniki,Eunik,Eunikom,Euniki,Eunikami,Eunikach,Euniki
174,Ewa,f,s,Ewa,Ewy,Ewie,Ewę,Ewą,Ewie,Ewo,Ewa,Ewy,Ewie,Ewę,Ewą,Ewie,Ewo
175,Ewa,f,pl,Ewy,Ew,Ewom,Ewy,Ewami,Ewach,Ewy,Ewy,Ew,Ewom,Ewy,Ewami,Ewach,Ewy
176,Ewarysta,f,s,Ewarysta,Ewarysty,Ewaryście,Ewarystę,Ewarystą,Ewaryście,Ewarysto,Ewarysta,Ewarysty,Ewaryście,Ewarystę,Ewarystą,Ewaryście,Ewarysto
177,Ewarysta,f,pl,Ewarysty,Ewaryst,Ewarystom,Ewarysty,Ewarystami,Ewarystach,Ewarysty,Ewarysty,Ewaryst,Ewarystom,Ewarysty,Ewarystami,Ewarystach,Ewarysty
178,Ewelina,f,s,Ewelina,Eweliny,Ewelinie,Ewelinę,Eweliną,Ewelinie,Ewelino,Ewelina,Eweliny,Ewelinie,Ewelinę,Eweliną,Ewelinie,Ewelino
179,Ewelina,f,pl,Eweliny,Ewelin,Ewelinom,Eweliny,Ewelinami,Ewelinach,Eweliny,Eweliny,Ewelin,Ewelinom,Eweliny,Ewelinami,Ewelinach,Eweliny
