,name,sex,declination_json_pl,declination_json_lat,name_id
139,Justyna,f,"{'mianownik': {'s': 'Justyna', 'pl': 'Justyny'}, 'dopełniacz': {'s': 'Justyny', 'pl': 'Justyn'}, 'celownik': {'s': 'Justynie', 'pl': 'Justynom'}, 'biernik': {'s': 'Justynę', 'pl': 'Justyny'}, 'narzędnik': {'s': 'Justyną', 'pl': 'Justynami'}, 'miejscownik': {'s': 'Justynie', 'pl': 'Justynach'}, 'wołacz': {'s': 'Justyno', 'pl': 'Justyny'}}","{'nominativus': {'s': 'Justyna', 'pl': 'Justyny'}, 'genetivus': {'s': 'Justyny', 'pl': 'Justyn'}, 'dativus': {'s': 'Justynie', 'pl': 'Justynom'}, 'accusativus': {'s': 'Justynę', 'pl': 'Justyny'}, 'instrumentalis': {'s': 'Justyną', 'pl': 'Justynami'}, 'locativus': {'s': 'Justynie', 'pl': 'Justynach'}, 'vocativus': {'s': 'Justyno', 'pl': 'Justyny'}}",139
140,Kalina,f,"{'mianownik': {'s': 'Kalina', 'pl': 'Kaliny'}, 'dopełniacz': {'s': 'Kaliny', 'pl': 'Kalin'}, 'celownik': {'s': 'Kalinie', 'pl': 'Kalinom'}, 'biernik': {'s': 'Kalinę', 'pl': 'Kaliny'}, 'narzędnik': {'s': 'Kaliną', 'pl': 'Kalinami'}, 'miejscownik': {'s': 'Kalinie', 'pl': 'Kalinach'}, 'wołacz': {'s': 'Kalino', 'pl': 'Kaliny'}}","{'nominativus': {'s': 'Kalina', 'pl': 'Kaliny'}, 'genetivus': {'s': 'Kaliny', 'pl': 'Kalin'}, 'dativus': {'s': 'Kalinie', 'pl': 'Kalinom'}, 'accusativus': {'s': 'Kalinę', 'pl': 'Kaliny'}, 'instrumentalis': {'s': 'Kaliną', 'pl': 'Kalinami'}, 'locativus': {'s': 'Kalinie', 'pl': 'Kalinach'}, 'vocativus': {'s': 'Kalino', 'pl': 'Kaliny'}}",140
141,Kamila,f,"{'mianownik': {'s': 'Kamila', 'pl': 'Kamile'}, 'dopełniacz': {'s': 'Kamili', 'pl': 'Kamil'}, 'celownik': {'s': 'Kamili', 'pl': 'Kamilom'}, 'biernik': {'s': 'Kamilę', 'pl': 'Kamile'}, 'narzędnik': {'s': 'Kamilą', 'pl': 'Kamilami'}, 'miejscownik': {'s': 'Kamili', 'pl': 'Kamilach'}, 'wołacz': {'s': 'Kamilo', 'pl': 'Kamile'}}","{'nominativus': {'s': 'Kamila', 'pl': 'Kamile'}, 'genetivus': {'s': 'Kamili', 'pl': 'Kamil'}, 'dativus': {'s': 'Kamili', 'pl': 'Kamilom'}, 'accusativus': {'s': 'Kamilę', 'pl': 'Kamile'}, 'instrumentalis': {'s': 'Kamilą', 'pl': 'Kamilami'}, 'locativus': {'s': 'Kamili', 'pl': 'Kamilach'}, 'vocativus': {'s': 'Kamilo', 'pl': 'Kamile'}}",141
142,Karina,f,"{'mianownik': {'s': 'Karina', 'pl': 'Kariny'}, 'dopełniacz': {'s': 'Kariny', 'pl': 'Karin'}, 'celownik': {'s': 'Karinie', 'pl': 'Karinom'}, 'biernik': {'s': 'Karinę', 'pl': 'Kariny'}, 'narzędnik': {'s': 'Kariną', 'pl': 'Karinami'}, 'miejscownik': {'s': 'Karinie', 'pl': 'Karinach'}, 'wołacz': {'s': 'Karino', 'pl': 'Kariny'}}","{'nominativus': {'s': 'Karina', 'pl': 'Kariny'}, 'genetivus': {'s': 'Kariny', 'pl': 'Karin'}, 'dativus': {'s': 'Karinie', 'pl': 'Karinom'}, 'accusativus': {'s': 'Karinę', 'pl': 'Kariny'}, 'instrumentalis': {'s': 'Kariną', 'pl': 'Karinami'}, 'locativus': {'s': 'Karinie', 'pl': 'Karinach'}, 'vocativus': {'s': 'Karino', 'pl': 'Kariny'}}",142
143,Karolina,f,"{'mianownik': {'s': 'Karolina', 'pl': 'Karoliny'}, 'dopełniacz': {'s': 'Karoliny', 'pl': 'Karolin'}, 'celownik': {'s': 'Karolinie', 'pl': 'Karolinom'}, 'biernik': {'s': 'Karolinę', 'pl': 'Karoliny'}, 'narzędnik': {'s': 'Karoliną', 'pl': 'Karolinami'}, 'miejscownik': {'s': 'Karolinie', 'pl': 'Karolinach'}, 'wołacz': {'s': 'Karolino', 'pl': 'Karoliny'}}","{'nominativus': {'s': 'Karolina', 'pl': 'Karoliny'}, 'genetivus': {'s': 'Karoliny', 'pl': 'Karolin'}, 'dativus': {'s': 'Karolinie', 'pl': 'Karolinom'}, 'accusativus': {'s': 'Karolinę', 'pl': 'Karoliny'}, 'instrumentalis': {'s': 'Karoliną', 'pl': 'Karolinami'}, 'locativus': {'s': 'Karolinie', 'pl': 'Karolinach'}, 'vocativus': {'s': 'Karolino', 'pl': 'Karoliny'}}",143
144,Katarzyna,f,"{'mianownik': {'s': 'Katarzyna', 'pl': 'Katarzyny'}, 'dopełniacz': {'s': 'Katarzyny', 'pl': 'Katarzyn'}, 'celownik': {'s': 'Katarzynie', 'pl': 'Katarzynom'}, 'biernik': {'s': 'Katarzynę', 'pl': 'Katarzyny'}, 'narzędnik': {'s': 'Katarzyną', 'pl': 'Katarzynami'}, 'miejscownik': {'s': 'Katarzynie', 'pl': 'Katarzynach'}, 'wołacz': {'s': 'Katarzyno', 'pl': 'Katarzyny'}}","{'nominativus': {'s': 'Katarzyna', 'pl': 'Katarzyny'}, 'genetivus': {'s': 'Katarzyny', 'pl': 'Katarzyn'}, 'dativus': {'s': 'Katarzynie', 'pl': 'Katarzynom'}, 'accusativus': {'s': 'Katarzynę', 'pl': 'Katarzyny'}, 'instrumentalis': {'s': 'Katarzyną', 'pl': 'Katarzynami'}, 'locativus': {'s': 'Katarzynie', 'pl': 'Katarzynach'}, 'vocativus': {'s': 'Katarzyno', 'pl': 'Katarzyny'}}",144
145,Kasandra,f,"{'mianownik': {'s': 'Kasandra', 'pl': 'Kasandry'}, 'dopełniacz': {'s': 'Kasandry', 'pl': 'Kasandr'}, 'celownik': {'s': 'Kasandrze', 'pl': 'Kasandrom'}, 'biernik': {'s': 'Kasandrę', 'pl': 'Kasandry'}, 'narzędnik': {'s': 'Kasandrą', 'pl': 'Kasandrami'}, 'miejscownik': {'s': 'Kasandrze', 'pl': 'Kasandrach'}, 'wołacz': {'s': 'Kasandro', 'pl': 'Kasandry'}}","{'nominativus': {'s': 'Kasandra', 'pl': 'Kasandry'}, 'genetivus': {'s': 'Kasandry', 'pl': 'Kasandr'}, 'dativus': {'s': 'Kasandrze', 'pl': 'Kasandrom'}, 'accusativus': {'s': 'Kasandrę', 'pl': 'Kasandry'}, 'instrumentalis': {'s': 'Kasandrą', 'pl': 'Kasandrami'}, 'locativus': {'s': 'Kasandrze', 'pl': 'Kasandrach'}, 'vocativus': {'s': 'Kasandro', 'pl': 'Kasandry'}}",145
146,Kinga,f,"{'mianownik': {'s': 'Kinga', 'pl': 'Kingi'}, 'dopełniacz': {'s': 'Kingi', 'pl': 'King'}, 'celownik': {'s': 'Kindze', 'pl': 'Kingom'}, 'biernik': {'s': 'Kingę', 'pl': 'Kingi'}, 'narzędnik': {'s': 'Kingą', 'pl': 'Kingami'}, 'miejscownik': {'s': 'Kindze', 'pl': 'Kingach'}, 'wołacz': {'s': 'Kingo', 'pl': 'Kingi'}}","{'nominativus': {'s': 'Kinga', 'pl': 'Kingi'}, 'genetivus': {'s': 'Kingi', 'pl': 'King'}, 'dativus': {'s': 'Kindze', 'pl': 'Kingom'}, 'accusativus': {'s': 'Kingę', 'pl': 'Kingi'}, 'instrumentalis': {'s': 'Kingą', 'pl': 'Kingami'}, 'locativus': {'s': 'Kindze', 'pl': 'Kingach'}, 'vocativus': {'s': 'Kingo', 'pl': 'Kingi'}}",146
147,Klarysa,f,"{'mianownik': {'s': 'Klarysa', 'pl': 'Klarysy'}, 'dopełniacz': {'s': 'Klarysy', 'pl': 'Klarys'}, 'celownik': {'s': 'Klarysie', 'pl': 'Klarysom'}, 'biernik': {'s': 'Klarysę', 'pl': 'Klarysy'}, 'narzędnik': {'s': 'Klarysą', 'pl': 'Klarysami'}, 'miejscownik': {'s': 'Klarysie', 'pl': 'Klarysach'}, 'wołacz': {'s': 'Klaryso', 'pl': 'Klarysy'}}","{'nominativus': {'s': 'Klarysa', 'pl': 'Klarysy'}, 'genetivus': {'s': 'Klarysy', 'pl': 'Klarys'}, 'dativus': {'s': 'Klarysie', 'pl': 'Klarysom'}, 'accusativus': {'s': 'Klarysę', 'pl': 'Klarysy'}, 'instrumentalis': {'s': 'Klarysą', 'pl': 'Klarysami'}, 'locativus': {'s': 'Klarysie', 'pl': 'Klarysach'}, 'vocativus': {'s': 'Klaryso', 'pl': 'Klarysy'}}",147
148,Klaudia,f,"{'mianownik': {'s': 'Klaudia', 'pl': 'Klaudie'}, 'dopełniacz': {'s': 'Klaudii', 'pl': 'Klaudii'}, 'celownik': {'s': 'Klaudii', 'pl': 'Klaudiom'}, 'biernik': {'s': 'Klaudię', 'pl': 'Klaudie'}, 'narzędnik': {'s': 'Klaudią', 'pl': 'Klaudiami'}, 'miejscownik': {'s': 'Klaudii', 'pl': 'Klaudiach'}, 'wołacz': {'s': 'Klaudio', 'pl': 'Klaudie'}}","{'nominativus': {'s': 'Klaudia', 'pl': 'Klaudie'}, 'genetivus': {'s': 'Klaudii', 'pl': 'Klaudii'}, 'dativus': {'s': 'Klaudii', 'pl': 'Klaudiom'}, 'accusativus': {'s': 'Klaudię', 'pl': 'Klaudie'}, 'instrumentalis': {'s': 'Klaudią', 'pl': 'Klaudiami'}, 'locativus': {'s': 'Klaudii', 'pl': 'Klaudiach'}, 'vocativus': {'s': 'Klaudio', 'pl': 'Klaudie'}}",148
149,Klementyna,f,"{'mianownik': {'s': 'Klementyna', 'pl': 'Klementyny'}, 'dopełniacz': {'s': 'Klementyny', 'pl': 'Klementyn'}, 'celownik': {'s': 'Klementynie', 'pl': 'Klementynom'}, 'biernik': {'s': 'Klementynę', 'pl': 'Klementyny'}, 'narzędnik': {'s': 'Klementyną', 'pl': 'Klementynami'}, 'miejscownik': {'s': 'Klementynie', 'pl': 'Klementynach'}, 'wołacz': {'s': 'Klementyno', 'pl': 'Klementyny'}}","{'nominativus': {'s': 'Klementyna', 'pl': 'Klementyny'}, 'genetivus': {'s': 'Klementyny', 'pl': 'Klementyn'}, 'dativus': {'s': 'Klementynie', 'pl': 'Klementynom'}, 'accusativus': {'s': 'Klementynę', 'pl': 'Klementyny'}, 'instrumentalis': {'s': 'Klementyną', 'pl': 'Klementynami'}, 'locativus': {'s': 'Klementynie', 'pl': 'Klementynach'}, 'vocativus': {'s': 'Klementyno', 'pl': 'Klementyny'}}",149
150,Kleopatra,f,"{'mianownik': {'s': 'Kleopatra', 'pl': 'Kleopatry'}, 'dopełniacz': {'s': 'Kleopatry', 'pl': 'Kleopatr'}, 'celownik': {'s': 'Kleopatrze', 'pl': 'Kleopatrom'}, 'biernik': {'s': 'Kleopatrę', 'pl': 'Kleopatry'}, 'narzędnik': {'s': 'Kleopatrą', 'pl': 'Kleopatrami'}, 'miejscownik': {'s': 'Kleopatrze', 'pl': 'Kleopatrach'}, 'wołacz': {'s': 'Kleopatro', 'pl': 'Kleopatry'}}","{'nominativus': {'s': 'Kleopatra', 'pl': 'Kleopatry'}, 'genetivus': {'s': 'Kleopatry', 'pl': 'Kleopatr'}, 'dativus': {'s': 'Kleopatrze', 'pl': 'Kleopatrom'}, 'accusativus': {'s': 'Kleopatrę', 'pl': 'Kleopatry'}, 'instrumentalis': {'s': 'Kleopatrą', 'pl': 'Kleopatrami'}, 'locativus': {'s': 'Kleopatrze', 'pl': 'Kleopatrach'}, 'vocativus': {'s': 'Kleopatro', 'pl': 'Kleopatry'}}",150
151,Klotylda,f,"{'mianownik': {'s': 'Klotylda', 'pl': 'Klotyldy'}, 'dopełniacz': {'s': 'Klotyldy', 'pl': 'Klotyld'}, 'celownik': {'s': 'Klotyldzie', 'pl': 'Klotyldom'}, 'biernik': {'s': 'Klotyldę', 'pl': 'Klotyldy'}, 'narzędnik': {'s': 'Klotyldą', 'pl': 'Klotyldami'}, 'miejscownik': {'s': 'Klotyldzie', 'pl': 'Klotyldach'}, 'wołacz': {'s': 'Klotyldo', 'pl': 'Klotyldy'}}","{'nominativus': {'s': 'Klotylda', 'pl': 'Klotyldy'}, 'genetivus': {'s': 'Klotyldy', 'pl': 'Klotyld'}, 'dativus': {'s': 'Klotyldzie', 'pl': 'Klotyldom'}, 'accusativus': {'s': 'Klotyldę', 'pl': 'Klotyldy'}, 'instrumentalis': {'s': 'Klotyldą', 'pl': 'Klotyldami'}, 'locativus': {'s': 'Klotyldzie', 'pl': 'Klotyldach'}, 'vocativus': {'s': 'Klotyldo', 'pl': 'Klotyldy'}}",151
152,Konstancja,f,"{'mianownik': {'s': 'Konstancja', 'pl': 'Konstancje'}, 'dopełniacz': {'s': 'Konstancji', 'pl': 'Konstancji'}, 'celownik': {'s': 'Konstancji', 'pl': 'Konstancjom'}, 'biernik': {'s': 'Konstancję', 'pl': 'Konstancje'}, 'narzędnik': {'s': 'Konstancją', 'pl': 'Konstancjami'}, 'miejscownik': {'s': 'Konstancji', 'pl': 'Konstancjach'}, 'wołacz': {'s': 'Konstancjo', 'pl': 'Konstancje'}}","{'nominativus': {'s': 'Konstancja', 'pl': 'Konstancje'}, 'genetivus': {'s': 'Konstancji', 'pl': 'Konstancji'}, 'dativus': {'s': 'Konstancji', 'pl': 'Konstancjom'}, 'accusativus': {'s': 'Konstancję', 'pl': 'Konstancje'}, 'instrumentalis': {'s': 'Konstancją', 'pl': 'Konstancjami'}, 'locativus': {'s': 'Konstancji', 'pl': 'Konstancjach'}, 'vocativus': {'s': 'Konstancjo', 'pl': 'Konstancje'}}",152
153,Krystyna,f,"{'mianownik': {'s': 'Krystyna', 'pl': 'Krystyny'}, 'dopełniacz': {'s': 'Krystyny', 'pl': 'Krystyn'}, 'celownik': {'s': 'Krystynie', 'pl': 'Krystynom'}, 'biernik': {'s': 'Krystynę', 'pl': 'Krystyny'}, 'narzędnik': {'s': 'Krystyną', 'pl': 'Krystynami'}, 'miejscownik': {'s': 'Krystynie', 'pl': 'Krystynach'}, 'wołacz': {'s': 'Krystyno', 'pl': 'Krystyny'}}","{'nominativus': {'s': 'Krystyna', 'pl': 'Krystyny'}, 'genetivus': {'s': 'Krystyny', 'pl': 'Krystyn'}, 'dativus': {'s': 'Krystynie', 'pl': 'Krystynom'}, 'accusativus': {'s': 'Krystynę', 'pl': 'Krystyny'}, 'instrumentalis': {'s': 'Krystyną', 'pl': 'Krystynami'}, 'locativus': {'s': 'Krystynie', 'pl': 'Krystynach'}, 'vocativus': {'s': 'Krystyno', 'pl': 'Krystyny'}}",153
154,Krzysztofa,f,"{'mianownik': {'s': 'Krzysztofa', 'pl': 'Krzysztofy'}, 'dopełniacz': {'s': 'Krzysztofy', 'pl': 'Krzysztof'}, 'celownik': {'s': 'Krzysztofie', 'pl': 'Krzysztofom'}, 'biernik': {'s': 'Krzysztofę', 'pl': 'Krzysztofy'}, 'narzędnik': {'s': 'Krzysztofą', 'pl': 'Krzysztofami'}, 'miejscownik': {'s': 'Krzysztofie', 'pl': 'Krzysztofach'}, 'wołacz': {'s': 'Krzysztofo', 'pl': 'Krzysztofy'}}","{'nominativus': {'s': 'Krzysztofa', 'pl': 'Krzysztofy'}, 'genetivus': {'s': 'Krzysztofy', 'pl': 'Krzysztof'}, 'dativus': {'s': 'Krzysztofie', 'pl': 'Krzysztofom'}, 'accusativus': {'s': 'Krzysztofę', 'pl': 'Krzysztofy'}, 'instrumentalis': {'s': 'Krzysztofą', 'pl': 'Krzysztofami'}, 'locativus': {'s': 'Krzysztofie', 'pl': 'Krzysztofach'}, 'vocativus': {'s': 'Krzysztofo', 'pl': 'Krzysztofy'}}",154
155,Ksenia,f,"{'mianownik': {'s': 'Ksenia', 'pl': 'Ksenie'}, 'dopełniacz': {'s': 'Kseni', 'pl': 'Kseń'}, 'celownik': {'s': 'Kseni', 'pl': 'Kseniom'}, 'biernik': {'s': 'Ksenię', 'pl': 'Ksenie'}, 'narzędnik': {'s': 'Ksenią', 'pl': 'Kseniami'}, 'miejscownik': {'s': 'Kseni', 'pl': 'Kseniach'}, 'wołacz': {'s': 'Kseniu', 'pl': 'Ksenie'}}","{'nominativus': {'s': 'Ksenia', 'pl': 'Ksenie'}, 'genetivus': {'s': 'Kseni', 'pl': 'Kseń'}, 'dativus': {'s': 'Kseni', 'pl': 'Kseniom'}, 'accusativus': {'s': 'Ksenię', 'pl': 'Ksenie'}, 'instrumentalis': {'s': 'Ksenią', 'pl': 'Kseniami'}, 'locativus': {'s': 'Kseni', 'pl': 'Kseniach'}, 'vocativus': {'s': 'Kseniu', 'pl': 'Ksenie'}}",155
156,Kwiatosława,f,"{'mianownik': {'s': 'Kwiatosława', 'pl': 'Kwiatosławy'}, 'dopełniacz': {'s': 'Kwiatosławy', 'pl': 'Kwiatosław'}, 'celownik': {'s': 'Kwiatosławie', 'pl': 'Kwiatosławom'}, 'biernik': {'s': 'Kwiatosławę', 'pl': 'Kwiatosławy'}, 'narzędnik': {'s': 'Kwiatosławą', 'pl': 'Kwiatosławami'}, 'miejscownik': {'s': 'Kwiatosławie', 'pl': 'Kwiatosławach'}, 'wołacz': {'s': 'Kwiatosławo', 'pl': 'Kwiatosławy'}}","{'nominativus': {'s': 'Kwiatosława', 'pl': 'Kwiatosławy'}, 'genetivus': {'s': 'Kwiatosławy', 'pl': 'Kwiatosław'}, 'dativus': {'s': 'Kwiatosławie', 'pl': 'Kwiatosławom'}, 'accusativus': {'s': 'Kwiatosławę', 'pl': 'Kwiatosławy'}, 'instrumentalis': {'s': 'Kwiatosławą', 'pl': 'Kwiatosławami'}, 'locativus': {'s': 'Kwiatosławie', 'pl': 'Kwiatosławach'}, 'vocativus': {'s': 'Kwiatosławo', 'pl': 'Kwiatosławy'}}",156
157,Kwietosława,f,"{'mianownik': {'s': 'Kwietosława', 'pl': 'Kwietosławy'}, 'dopełniacz': {'s': 'Kwietosławy', 'pl': 'Kwietosław'}, 'celownik': {'s': 'Kwietosławie', 'pl': 'Kwietosławom'}, 'biernik': {'s': 'Kwietosławę', 'pl': 'Kwietosławy'}, 'narzędnik': {'s': 'Kwietosławą', 'pl': 'Kwietosławami'}, 'miejscownik': {'s': 'Kwietosławie', 'pl': 'Kwietosławach'}, 'wołacz': {'s': 'Kwietosławo', 'pl': 'Kwietosławy'}}","{'nominativus': {'s': 'Kwietosława', 'pl': 'Kwietosławy'}, 'genetivus': {'s': 'Kwietosławy', 'pl': 'Kwietosław'}, 'dativus': {'s': 'Kwietosławie', 'pl': 'Kwietosławom'}, 'accusativus': {'s': 'Kwietosławę', 'pl': 'Kwietosławy'}, 'instrumentalis': {'s': 'Kwietosławą', 'pl': 'Kwietosławami'}, 'locativus': {'s': 'Kwietosławie', 'pl': 'Kwietosławach'}, 'vocativus': {'s': 'Kwietosławo', 'pl': 'Kwietosławy'}}",157
158,Laurencja,f,"{'mianownik': {'s': 'Laurencja', 'pl': 'Laurencje'}, 'dopełniacz': {'s': 'Laurencji', 'pl': 'Laurencji'}, 'celownik': {'s': 'Laurencji', 'pl': 'Laurencjom'}, 'biernik': {'s': 'Laurencję', 'pl': 'Laurencje'}, 'narzędnik': {'s': 'Laurencją', 'pl': 'Laurencjami'}, 'miejscownik': {'s': 'Laurencji', 'pl': 'Laurencjach'}, 'wołacz': {'s': 'Laurencjo', 'pl': 'Laurencje'}}","{'nominativus': {'s': 'Laurencja', 'pl': 'Laurencje'}, 'genetivus': {'s': 'Laurencji', 'pl': 'Laurencji'}, 'dativus': {'s': 'Laurencji', 'pl': 'Laurencjom'}, 'accusativus': {'s': 'Laurencję', 'pl': 'Laurencje'}, 'instrumentalis': {'s': 'Laurencją', 'pl': 'Laurencjami'}, 'locativus': {'s': 'Laurencji', 'pl': 'Laurencjach'}, 'vocativus': {'s': 'Laurencjo', 'pl': 'Laurencje'}}",158
159,Lena,f,"{'mianownik': {'s': 'Lena', 'pl': 'Leny'}, 'dopełniacz': {'s': 'Leny', 'pl': 'Len'}, 'celownik': {'s': 'Lenie', 'pl': 'Lenom'}, 'biernik': {'s': 'Lenę', 'pl': 'Leny'}, 'narzędnik': {'s': 'Leną', 'pl': 'Lenami'}, 'miejscownik': {'s': 'Lenie', 'pl': 'Lenach'}, 'wołacz': {'s': 'Leno', 'pl': 'Leny'}}","{'nominativus': {'s': 'Lena', 'pl': 'Leny'}, 'genetivus': {'s': 'Leny', 'pl': 'Len'}, 'dativus': {'s': 'Lenie', 'pl': 'Lenom'}, 'accusativus': {'s': 'Lenę', 'pl': 'Leny'}, 'instrumentalis': {'s': 'Leną', 'pl': 'Lenami'}, 'locativus': {'s': 'Lenie', 'pl': 'Lenach'}, 'vocativus': {'s': 'Leno', 'pl': 'Leny'}}",159
160,Leontyna,f,"{'mianownik': {'s': 'Leontyna', 'pl': 'Leontyny'}, 'dopełniacz': {'s': 'Leontyny', 'pl': 'Leontyn'}, 'celownik': {'s': 'Leontynie', 'pl': 'Leontynom'}, 'biernik': {'s': 'Leontynę', 'pl': 'Leontyny'}, 'narzędnik': {'s': 'Leontyną', 'pl': 'Leontynami'}, 'miejscownik': {'s': 'Leontynie', 'pl': 'Leontynach'}, 'wołacz': {'s': 'Leontyno', 'pl': 'Leontyny'}}","{'nominativus': {'s': 'Leontyna', 'pl': 'Leontyny'}, 'genetivus': {'s': 'Leontyny', 'pl': 'Leontyn'}, 'dativus': {'s': 'Leontynie', 'pl': 'Leontynom'}, 'accusativus': {'s': 'Leontynę', 'pl': 'Leontyny'}, 'instrumentalis': {'s': 'Leontyną', 'pl': 'Leontynami'}, 'locativus': {'s': 'Leontynie', 'pl': 'Leontynach'}, 'vocativus': {'s': 'Leontyno', 'pl': 'Leontyny'}}",160
161,Leopolda,f,"{'mianownik': {'s': 'Leopolda', 'pl': 'Leopoldy'}, 'dopełniacz': {'s': 'Leopoldy', 'pl': 'Leopold'}, 'celownik': {'s': 'Leopoldzie', 'pl': 'Leopoldom'}, 'biernik': {'s': 'Leopoldę', 'pl': 'Leopoldy'}, 'narzędnik': {'s': 'Leopoldą', 'pl': 'Leopoldami'}, 'miejscownik': {'s': 'Leopoldzie', 'pl': 'Leopoldach'}, 'wołacz': {'s': 'Leopoldo', 'pl': 'Leopoldy'}}","{'nominativus': {'s': 'Leopolda', 'pl': 'Leopoldy'}, 'genetivus': {'s': 'Leopoldy', 'pl': 'Leopold'}, 'dativus': {'s': 'Leopoldzie', 'pl': 'Leopoldom'}, 'accusativus': {'s': 'Leopoldę', 'pl': 'Leopoldy'}, 'instrumentalis': {'s': 'Leopoldą', 'pl': 'Leopoldami'}, 'locativus': {'s': 'Leopoldzie', 'pl': 'Leopoldach'}, 'vocativus': {'s': 'Leopoldo', 'pl': 'Leopoldy'}}",161
162,Lidia,f,"{'mianownik': {'s': 'Lidia', 'pl': 'Lidie'}, 'dopełniacz': {'s': 'Lidii', 'pl': 'Lidii'}, 'celownik': {'s': 'Lidii', 'pl': 'Lidiom'}, 'biernik': {'s': 'Lidię', 'pl': 'Lidie'}, 'narzędnik': {'s': 'Lidią', 'pl': 'Lidiami'}, 'miejscownik': {'s': 'Lidii', 'pl': 'Lidiach'}, 'wołacz': {'s': 'Lidio', 'pl': 'Lidie'}}","{'nominativus': {'s': 'Lidia', 'pl': 'Lidie'}, 'genetivus': {'s': 'Lidii', 'pl': 'Lidii'}, 'dativus': {'s': 'Lidii', 'pl': 'Lidiom'}, 'accusativus': {'s': 'Lidię', 'pl': 'Lidie'}, 'instrumentalis': {'s': 'Lidią', 'pl': 'Lidiami'}, 'locativus': {'s': 'Lidii', 'pl': 'Lidiach'}, 'vocativus': {'s': 'Lidio', 'pl': 'Lidie'}}",162
163,Ligia,f,"{'mianownik': {'s': 'Ligia', 'pl': 'Ligie'}, 'dopełniacz': {'s': 'Ligii', 'pl': 'Ligii'}, 'celownik': {'s': 'Ligii', 'pl': 'Ligiom'}, 'biernik': {'s': 'Ligię', 'pl': 'Ligie'}, 'narzędnik': {'s': 'Ligią', 'pl': 'Ligiami'}, 'miejscownik': {'s': 'Ligii', 'pl': 'Ligiach'}, 'wołacz': {'s': 'Ligio', 'pl': 'Ligie'}}","{'nominativus': {'s': 'Ligia', 'pl': 'Ligie'}, 'genetivus': {'s': 'Ligii', 'pl': 'Ligii'}, 'dativus': {'s': 'Ligii', 'pl': 'Ligiom'}, 'accusativus': {'s': 'Ligię', 'pl': 'Ligie'}, 'instrumentalis': {'s': 'Ligią', 'pl': 'Ligiami'}, 'locativus': {'s': 'Ligii', 'pl': 'Ligiach'}, 'vocativus': {'s': 'Ligio', 'pl': 'Ligie'}}",163
164,Lilianna,f,"{'mianownik': {'s': 'Lilianna', 'pl': 'Lilianny'}, 'dopełniacz': {'s': 'Lilianny', 'pl': 'Liliann'}, 'celownik': {'s': 'Liliannie', 'pl': 'Liliannom'}, 'biernik': {'s': 'Liliannę', 'pl': 'Lilianny'}, 'narzędnik': {'s': 'Lilianną', 'pl': 'Liliannami'}, 'miejscownik': {'s': 'Liliannie', 'pl': 'Liliannach'}, 'wołacz': {'s': 'Lilianno', 'pl': 'Lilianny'}}","{'nominativus': {'s': 'Lilianna', 'pl': 'Lilianny'}, 'genetivus': {'s': 'Lilianny', 'pl': 'Liliann'}, 'dativus': {'s': 'Liliannie', 'pl': 'Liliannom'}, 'accusativus': {'s': 'Liliannę', 'pl': 'Lilianny'}, 'instrumentalis': {'s': 'Lilianną', 'pl': 'Liliannami'}, 'locativus': {'s': 'Liliannie', 'pl': 'Liliannach'}, 'vocativus': {'s': 'Lilianno', 'pl': 'Lilianny'}}",164
165,Linda,f,"{'mianownik': {'s': 'Linda', 'pl': 'Lindy'}, 'dopełniacz': {'s': 'Lindy', 'pl': 'Lind'}, 'celownik': {'s': 'Lindzie', 'pl': 'Lindom'}, 'biernik': {'s': 'Lindę', 'pl': 'Lindy'}, 'narzędnik': {'s': 'Lindą', 'pl': 'Lindami'}, 'miejscownik': {'s': 'Lindzie', 'pl': 'Lindach'}, 'wołacz': {'s': 'Lindo', 'pl': 'Lindy'}}","{'nominativus': {'s': 'Linda', 'pl': 'Lindy'}, 'genetivus': {'s': 'Lindy', 'pl': 'Lind'}, 'dativus': {'s': 'Lindzie', 'pl': 'Lindom'}, 'accusativus': {'s': 'Lindę', 'pl': 'Lindy'}, 'instrumentalis': {'s': 'Lindą', 'pl': 'Lindami'}, 'locativus': {'s': 'Lindzie', 'pl': 'Lindach'}, 'vocativus': {'s': 'Lindo', 'pl': 'Lindy'}}",165
166,Lora,f,"{'mianownik': {'s': 'Lora', 'pl': 'Lory'}, 'dopełniacz': {'s': 'Lory', 'pl': 'Lor'}, 'celownik': {'s': 'Lorze', 'pl': 'Lorom'}, 'biernik': {'s': 'Lorę', 'pl': 'Lory'}, 'narzędnik': {'s': 'Lorą', 'pl': 'Lorami'}, 'miejscownik': {'s': 'Lorze', 'pl': 'Lorach'}, 'wołacz': {'s': 'Loro', 'pl': 'Lory'}}","{'nominativus': {'s': 'Lora', 'pl': 'Lory'}, 'genetivus': {'s': 'Lory', 'pl': 'Lor'}, 'dativus': {'s': 'Lorze', 'pl': 'Lorom'}, 'accusativus': {'s': 'Lorę', 'pl': 'Lory'}, 'instrumentalis': {'s': 'Lorą', 'pl': 'Lorami'}, 'locativus': {'s': 'Lorze', 'pl': 'Lorach'}, 'vocativus': {'s': 'Loro', 'pl': 'Lory'}}",166
