,name,sex,declination_json_pl,declination_json_lat,name_id
0,Ada,f,"{'mianownik': {'s': 'Ada', 'pl': 'Ady'}, 'dopełniacz': {'s': 'Ady', 'pl': 'Ad'}, 'celownik': {'s': 'Adzie', 'pl': 'Adom'}, 'biernik': {'s': 'Adę', 'pl': 'Ady'}, 'narzędnik': {'s': 'Adą', 'pl': 'Adami'}, 'miejscownik': {'s': 'Adzie', 'pl': 'Adach'}, 'wołacz': {'s': 'Ado', 'pl': 'Ady'}}","{'nominativus': {'s': 'Ada', 'pl': 'Ady'}, 'genetivus': {'s': 'Ady', 'pl': 'Ad'}, 'dativus': {'s': 'Adzie', 'pl': 'Adom'}, 'accusativus': {'s': 'Adę', 'pl': 'Ady'}, 'instrumentalis': {'s': 'Adą', 'pl': 'Adami'}, 'locativus': {'s': 'Adzie', 'pl': 'Adach'}, 'vocativus': {'s': 'Ado', 'pl': 'Ady'}}",0
1,Adela,f,"{'mianownik': {'s': 'Adela', 'pl': 'Adele'}, 'dopełniacz': {'s': 'Adeli', 'pl': 'Adeli'}, 'celownik': {'s': 'Adeli', 'pl': 'Adelom'}, 'biernik': {'s': 'Adelę', 'pl': 'Adele'}, 'narzędnik': {'s': 'Adelą', 'pl': 'Adelami'}, 'miejscownik': {'s': 'Adeli', 'pl': 'Adelach'}, 'wołacz': {'s': 'Adelu', 'pl': 'Adele'}}","{'nominativus': {'s': 'Adela', 'pl': 'Adele'}, 'genetivus': {'s': 'Adeli', 'pl': 'Adeli'}, 'dativus': {'s': 'Adeli', 'pl': 'Adelom'}, 'accusativus': {'s': 'Adelę', 'pl': 'Adele'}, 'instrumentalis': {'s': 'Adelą', 'pl': 'Adelami'}, 'locativus': {'s': 'Adeli', 'pl': 'Adelach'}, 'vocativus': {'s': 'Adelu', 'pl': 'Adele'}}",1
2,Adelajda,f,"{'mianownik': {'s': 'Adelajda', 'pl': 'Adelajdy'}, 'dopełniacz': {'s': 'Adelajdy', 'pl': 'Adelajd'}, 'celownik': {'s': 'Adelajdzie', 'pl': 'Adelajdom'}, 'biernik': {'s': 'Adelajdę', 'pl': 'Adelajdy'}, 'narzędnik': {'s': 'Adelajdą', 'pl': 'Adelajdami'}, 'miejscownik': {'s': 'Adelajdzie', 'pl': 'Adelajdach'}, 'wołacz': {'s': 'Adelajdo', 'pl': 'Adelajdy'}}","{'nominativus': {'s': 'Adelajda', 'pl': 'Adelajdy'}, 'genetivus': {'s': 'Adelajdy', 'pl': 'Adelajd'}, 'dativus': {'s': 'Adelajdzie', 'pl': 'Adelajdom'}, 'accusativus': {'s': 'Adelajdę', 'pl': 'Adelajdy'}, 'instrumentalis': {'s': 'Adelajdą', 'pl': 'Adelajdami'}, 'locativus': {'s': 'Adelajdzie', 'pl': 'Adelajdach'}, 'vocativus': {'s': 'Adelajdo', 'pl': 'Adelajdy'}}",2
3,Adriana,f,"{'mianownik': {'s': 'Adriana', 'pl': 'Adriany'}, 'dopełniacz': {'s': 'Adriany', 'pl': 'Adrian'}, 'celownik': {'s': 'Adrianie', 'pl': 'Adrianom'}, 'biernik': {'s': 'Adrianę', 'pl': 'Adriany'}, 'narzędnik': {'s': 'Adrianą', 'pl': 'Adrianami'}, 'miejscownik': {'s': 'Adrianie', 'pl': 'Adrianach'}, 'wołacz': {'s': 'Adriano', 'pl': 'Adriany'}}","{'nominativus': {'s': 'Adriana', 'pl': 'Adriany'}, 'genetivus': {'s': 'Adriany', 'pl': 'Adrian'}, 'dativus': {'s': 'Adrianie', 'pl': 'Adrianom'}, 'accusativus': {'s': 'Adrianę', 'pl': 'Adriany'}, 'instrumentalis': {'s': 'Adrianą', 'pl': 'Adrianami'}, 'locativus': {'s': 'Adrianie', 'pl': 'Adrianach'}, 'vocativus': {'s': 'Adriano', 'pl': 'Adriany'}}",3
4,Adrianna,f,"{'mianownik': {'s': 'Adrianna', 'pl': 'Adrianny'}, 'dopełniacz': {'s': 'Adrianny', 'pl': 'Adriann'}, 'celownik': {'s': 'Adriannie', 'pl': 'Adriannom'}, 'biernik': {'s': 'Adriannę', 'pl': 'Adrianny'}, 'narzędnik': {'s': 'Adrianną', 'pl': 'Adriannami'}, 'miejscownik': {'s': 'Adriannie', 'pl': 'Adriannach'}, 'wołacz': {'s': 'Adrianno', 'pl': 'Adrianny'}}","{'nominativus': {'s': 'Adrianna', 'pl': 'Adrianny'}, 'genetivus': {'s': 'Adrianny', 'pl': 'Adriann'}, 'dativus': {'s': 'Adriannie', 'pl': 'Adriannom'}, 'accusativus': {'s': 'Adriannę', 'pl': 'Adrianny'}, 'instrumentalis': {'s': 'Adrianną', 'pl': 'Adriannami'}, 'locativus': {'s': 'Adriannie', 'pl': 'Adriannach'}, 'vocativus': {'s': 'Adrianno', 'pl': 'Adrianny'}}",4
5,Agata,f,"{'mianownik': {'s': 'Agata', 'pl': 'Agaty'}, 'dopełniacz': {'s': 'Agaty', 'pl': 'Agat'}, 'celownik': {'s': 'Agacie', 'pl': 'Agatom'}, 'biernik': {'s': 'Agatę', 'pl': 'Agaty'}, 'narzędnik': {'s': 'Agatą', 'pl': 'Agatami'}, 'miejscownik': {'s': 'Agacie', 'pl': 'Agatach'}, 'wołacz': {'s': 'Agato', 'pl': 'Agaty'}}","{'nominativus': {'s': 'Agata', 'pl': 'Agaty'}, 'genetivus': {'s': 'Agaty', 'pl': 'Agat'}, 'dativus': {'s': 'Agacie', 'pl': 'Agatom'}, 'accusativus': {'s': 'Agatę', 'pl': 'Agaty'}, 'instrumentalis': {'s': 'Agatą', 'pl': 'Agatami'}, 'locativus': {'s': 'Agacie', 'pl': 'Agatach'}, 'vocativus': {'s': 'Agato', 'pl': 'Agaty'}}",5
6,Agnieszka,f,"{'mianownik': {'s': 'Agnieszka', 'pl': 'Agnieszki'}, 'dopełniacz': {'s': 'Agnieszki', 'pl': 'Agnieszek'}, 'celownik': {'s': 'Agnieszce', 'pl': 'Agnieszkom'}, 'biernik': {'s': 'Agnieszkę', 'pl': 'Agnieszki'}, 'narzędnik': {'s': 'Agnieszką', 'pl': 'Agnieszkami'}, 'miejscownik': {'s': 'Agnieszce', 'pl': 'Agnieszkach'}, 'wołacz': {'s': 'Agnieszko', 'pl': 'Agnieszki'}}","{'nominativus': {'s': 'Agnieszka', 'pl': 'Agnieszki'}, 'genetivus': {'s': 'Agnieszki', 'pl': 'Agnieszek'}, 'dativus': {'s': 'Agnieszce', 'pl': 'Agnieszkom'}, 'accusativus': {'s': 'Agnieszkę', 'pl': 'Agnieszki'}, 'instrumentalis': {'s': 'Agnieszką', 'pl': 'Agnieszkami'}, 'locativus': {'s': 'Agnieszce', 'pl': 'Agnieszkach'}, 'vocativus': {'s': 'Agnieszko', 'pl': 'Agnieszki'}}",6
7,Alberta,f,"{'mianownik': {'s': 'Alberta', 'pl': None}, 'dopełniacz': {'s': 'Alberty', 'pl': None}, 'celownik': {'s': 'Albercie', 'pl': None}, 'biernik': {'s': 'Albertę', 'pl': None}, 'narzędnik': {'s': 'Albertą', 'pl': None}, 'miejscownik': {'s': 'Albercie', 'pl': None}, 'wołacz': {'s': 'Alberto', 'pl': None}}","{'nominativus': {'s': 'Alberta', 'pl': None}, 'genetivus': {'s': 'Alberty', 'pl': None}, 'dativus': {'s': 'Albercie', 'pl': None}, 'accusativus': {'s': 'Albertę', 'pl': None}, 'instrumentalis': {'s': 'Albertą', 'pl': None}, 'locativus': {'s': 'Albercie', 'pl': None}, 'vocativus': {'s': 'Alberto', 'pl': None}}",7
8,Aldona,f,"{'mianownik': {'s': 'Aldona', 'pl': 'Aldony'}, 'dopełniacz': {'s': 'Aldony', 'pl': 'Aldon'}, 'celownik': {'s': 'Aldonie', 'pl': 'Aldonom'}, 'biernik': {'s': 'Aldonę', 'pl': 'Aldony'}, 'narzędnik': {'s': 'Aldoną', 'pl': 'Aldonami'}, 'miejscownik': {'s': 'Aldonie', 'pl': 'Aldonach'}, 'wołacz': {'s': 'Aldono', 'pl': 'Aldony'}}","{'nominativus': {'s': 'Aldona', 'pl': 'Aldony'}, 'genetivus': {'s': 'Aldony', 'pl': 'Aldon'}, 'dativus': {'s': 'Aldonie', 'pl': 'Aldonom'}, 'accusativus': {'s': 'Aldonę', 'pl': 'Aldony'}, 'instrumentalis': {'s': 'Aldoną', 'pl': 'Aldonami'}, 'locativus': {'s': 'Aldonie', 'pl': 'Aldonach'}, 'vocativus': {'s': 'Aldono', 'pl': 'Aldony'}}",8
9,Aleksandra,f,"{'mianownik': {'s': 'Aleksandra', 'pl': 'Aleksandry'}, 'dopełniacz': {'s': 'Aleksandry', 'pl': 'Aleksander'}, 'celownik': {'s': 'Aleksandrze', 'pl': 'Aleksandrom'}, 'biernik': {'s': 'Aleksandrę', 'pl': 'Aleksandry'}, 'narzędnik': {'s': 'Aleksandrą', 'pl': 'Aleksandrami'}, 'miejscownik': {'s': 'Aleksandrze', 'pl': 'Aleksandrach'}, 'wołacz': {'s': 'Aleksandro', 'pl': 'Aleksandry'}}","{'nominativus': {'s': 'Aleksandra', 'pl': 'Aleksandry'}, 'genetivus': {'s': 'Aleksandry', 'pl': 'Aleksander'}, 'dativus': {'s': 'Aleksandrze', 'pl': 'Aleksandrom'}, 'accusativus': {'s': 'Aleksandrę', 'pl': 'Aleksandry'}, 'instrumentalis': {'s': 'Aleksandrą', 'pl': 'Aleksandrami'}, 'locativus': {'s': 'Aleksandrze', 'pl': 'Aleksandrach'}, 'vocativus': {'s': 'Aleksandro', 'pl': 'Aleksandry'}}",9
10,Aleksja,f,"{'mianownik': {'s': 'Aleksja', 'pl': 'Aleksje'}, 'dopełniacz': {'s': 'Aleksji', 'pl': 'Aleksji'}, 'celownik': {'s': 'Aleksji', 'pl': 'Aleksjom'}, 'biernik': {'s': 'Aleksję', 'pl': 'Aleksje'}, 'narzędnik': {'s': 'Aleksją', 'pl': 'Aleksjami'}, 'miejscownik': {'s': 'Aleksji', 'pl': 'Aleksjach'}, 'wołacz': {'s': 'Aleksjo', 'pl': 'Aleksje'}}","{'nominativus': {'s': 'Aleksja', 'pl': 'Aleksje'}, 'genetivus': {'s': 'Aleksji', 'pl': 'Aleksji'}, 'dativus': {'s': 'Aleksji', 'pl': 'Aleksjom'}, 'accusativus': {'s': 'Aleksję', 'pl': 'Aleksje'}, 'instrumentalis': {'s': 'Aleksją', 'pl': 'Aleksjami'}, 'locativus': {'s': 'Aleksji', 'pl': 'Aleksjach'}, 'vocativus': {'s': 'Aleksjo', 'pl': 'Aleksje'}}",10
11,Alfreda,f,"{'mianownik': {'s': 'Alfreda', 'pl': 'Alfredy'}, 'dopełniacz': {'s': 'Alfredy', 'pl': 'Alfred'}, 'celownik': {'s': 'Alfredzie', 'pl': 'Alfredom'}, 'biernik': {'s': 'Alfredę', 'pl': 'Alfredy'}, 'narzędnik': {'s': 'Alfredą', 'pl': 'Alfredami'}, 'miejscownik': {'s': 'Alfredzie', 'pl': 'Alfredach'}, 'wołacz': {'s': 'Alfredo', 'pl': 'Alfredy'}}","{'nominativus': {'s': 'Alfreda', 'pl': 'Alfredy'}, 'genetivus': {'s': 'Alfredy', 'pl': 'Alfred'}, 'dativus': {'s': 'Alfredzie', 'pl': 'Alfredom'}, 'accusativus': {'s': 'Alfredę', 'pl': 'Alfredy'}, 'instrumentalis': {'s': 'Alfredą', 'pl': 'Alfredami'}, 'locativus': {'s': 'Alfredzie', 'pl': 'Alfredach'}, 'vocativus': {'s': 'Alfredo', 'pl': 'Alfredy'}}",11
12,Alicja,f,"{'mianownik': {'s': 'Alicja', 'pl': 'Alicje'}, 'dopełniacz': {'s': 'Alicji', 'pl': 'Alicji'}, 'celownik': {'s': 'Alicji', 'pl': 'Alicjom'}, 'biernik': {'s': 'Alicję', 'pl': 'Alicje'}, 'narzędnik': {'s': 'Alicją', 'pl': 'Alicjami'}, 'miejscownik': {'s': 'Alicji', 'pl': 'Alicjach'}, 'wołacz': {'s': 'Alicjo', 'pl': 'Alicje'}}","{'nominativus': {'s': 'Alicja', 'pl': 'Alicje'}, 'genetivus': {'s': 'Alicji', 'pl': 'Alicji'}, 'dativus': {'s': 'Alicji', 'pl': 'Alicjom'}, 'accusativus': {'s': 'Alicję', 'pl': 'Alicje'}, 'instrumentalis': {'s': 'Alicją', 'pl': 'Alicjami'}, 'locativus': {'s': 'Alicji', 'pl': 'Alicjach'}, 'vocativus': {'s': 'Alicjo', 'pl': 'Alicje'}}",12
13,Alina,f,"{'mianownik': {'s': 'Alina', 'pl': 'Aliny'}, 'dopełniacz': {'s': 'Aliny', 'pl': 'Alin'}, 'celownik': {'s': 'Alinie', 'pl': 'Alinom'}, 'biernik': {'s': 'Alinę', 'pl': 'Aliny'}, 'narzędnik': {'s': 'Aliną', 'pl': 'Alinami'}, 'miejscownik': {'s': 'Alinie', 'pl': 'Alinach'}, 'wołacz': {'s': 'Alino', 'pl': 'Aliny'}}","{'nominativus': {'s': 'Alina', 'pl': 'Aliny'}, 'genetivus': {'s': 'Aliny', 'pl': 'Alin'}, 'dativus': {'s': 'Alinie', 'pl': 'Alinom'}, 'accusativus': {'s': 'Alinę', 'pl': 'Aliny'}, 'instrumentalis': {'s': 'Aliną', 'pl': 'Alinami'}, 'locativus': {'s': 'Alinie', 'pl': 'Alinach'}, 'vocativus': {'s': 'Alino', 'pl': 'Aliny'}}",13
14,Amalia,f,"{'mianownik': {'s': 'Amalia', 'pl': 'Amalie'}, 'dopełniacz': {'s': 'Amalii', 'pl': 'Amalii'}, 'celownik': {'s': 'Amalii', 'pl': 'Amaliom'}, 'biernik': {'s': 'Amalię', 'pl': 'Amalie'}, 'narzędnik': {'s': 'Amalią', 'pl': 'Amaliami'}, 'miejscownik': {'s': 'Amalii', 'pl': 'Amaliach'}, 'wołacz': {'s': 'Amalio', 'pl': 'Amalie'}}","{'nominativus': {'s': 'Amalia', 'pl': 'Amalie'}, 'genetivus': {'s': 'Amalii', 'pl': 'Amalii'}, 'dativus': {'s': 'Amalii', 'pl': 'Amaliom'}, 'accusativus': {'s': 'Amalię', 'pl': 'Amalie'}, 'instrumentalis': {'s': 'Amalią', 'pl': 'Amaliami'}, 'locativus': {'s': 'Amalii', 'pl': 'Amaliach'}, 'vocativus': {'s': 'Amalio', 'pl': 'Amalie'}}",14
15,Amanda,f,"{'mianownik': {'s': 'Amanda', 'pl': 'Amandy'}, 'dopełniacz': {'s': 'Amandy', 'pl': 'Amand'}, 'celownik': {'s': 'Amandzie', 'pl': 'Amandom'}, 'biernik': {'s': 'Amandę', 'pl': 'Amandy'}, 'narzędnik': {'s': 'Amandą', 'pl': 'Amandami'}, 'miejscownik': {'s': 'Amandzie', 'pl': 'Amandach'}, 'wołacz': {'s': 'Amando', 'pl': 'Amandy'}}","{'nominativus': {'s': 'Amanda', 'pl': 'Amandy'}, 'genetivus': {'s': 'Amandy', 'pl': 'Amand'}, 'dativus': {'s': 'Amandzie', 'pl': 'Amandom'}, 'accusativus': {'s': 'Amandę', 'pl': 'Amandy'}, 'instrumentalis': {'s': 'Amandą', 'pl': 'Amandami'}, 'locativus': {'s': 'Amandzie', 'pl': 'Amandach'}, 'vocativus': {'s': 'Amando', 'pl': 'Amandy'}}",15
16,Amelia,f,"{'mianownik': {'s': 'Amelia', 'pl': 'Amelie'}, 'dopełniacz': {'s': 'Amelii', 'pl': 'Amelii'}, 'celownik': {'s': 'Amelii', 'pl': 'Ameliom'}, 'biernik': {'s': 'Amelię', 'pl': 'Amelie'}, 'narzędnik': {'s': 'Amelią', 'pl': 'Ameliami'}, 'miejscownik': {'s': 'Amelii', 'pl': 'Ameliach'}, 'wołacz': {'s': 'Amelio', 'pl': 'Amelie'}}","{'nominativus': {'s': 'Amelia', 'pl': 'Amelie'}, 'genetivus': {'s': 'Amelii', 'pl': 'Amelii'}, 'dativus': {'s': 'Amelii', 'pl': 'Ameliom'}, 'accusativus': {'s': 'Amelię', 'pl': 'Amelie'}, 'instrumentalis': {'s': 'Amelią', 'pl': 'Ameliami'}, 'locativus': {'s': 'Amelii', 'pl': 'Ameliach'}, 'vocativus': {'s': 'Amelio', 'pl': 'Amelie'}}",16
17,Anastazja,f,"{'mianownik': {'s': 'Anastazja', 'pl': 'Anastazje'}, 'dopełniacz': {'s': 'Anastazji', 'pl': 'Anastazji'}, 'celownik': {'s': 'Anastazji', 'pl': 'Anastazjom'}, 'biernik': {'s': 'Anastazję', 'pl': 'Anastazje'}, 'narzędnik': {'s': 'Anastazją', 'pl': 'Anastazjami'}, 'miejscownik': {'s': 'Anastazji', 'pl': 'Anastazjach'}, 'wołacz': {'s': 'Anastazjo', 'pl': 'Anastazje'}}","{'nominativus': {'s': 'Anastazja', 'pl': 'Anastazje'}, 'genetivus': {'s': 'Anastazji', 'pl': 'Anastazji'}, 'dativus': {'s': 'Anastazji', 'pl': 'Anastazjom'}, 'accusativus': {'s': 'Anastazję', 'pl': 'Anastazje'}, 'instrumentalis': {'s': 'Anastazją', 'pl': 'Anastazjami'}, 'locativus': {'s': 'Anastazji', 'pl': 'Anastazjach'}, 'vocativus': {'s': 'Anastazjo', 'pl': 'Anastazje'}}",17
18,Anatolia,f,"{'mianownik': {'s': 'Anatolia', 'pl': 'Anatolie'}, 'dopełniacz': {'s': 'Anatolii', 'pl': 'Anatolii'}, 'celownik': {'s': 'Anatolii', 'pl': 'Anatoliom'}, 'biernik': {'s': 'Anatolię', 'pl': 'Anatolie'}, 'narzędnik': {'s': 'Anatolią', 'pl': 'Anatoliami'}, 'miejscownik': {'s': 'Anatolii', 'pl': 'Anatoliach'}, 'wołacz': {'s': 'Anatolio', 'pl': 'Anatolie'}}","{'nominativus': {'s': 'Anatolia', 'pl': 'Anatolie'}, 'genetivus': {'s': 'Anatolii', 'pl': 'Anatolii'}, 'dativus': {'s': 'Anatolii', 'pl': 'Anatoliom'}, 'accusativus': {'s': 'Anatolię', 'pl': 'Anatolie'}, 'instrumentalis': {'s': 'Anatolią', 'pl': 'Anatoliami'}, 'locativus': {'s': 'Anatolii', 'pl': 'Anatoliach'}, 'vocativus': {'s': 'Anatolio', 'pl': 'Anatolie'}}",18
19,Andrea,f,"{'mianownik': {'s': 'Andrea', 'pl': 'Andree'}, 'dopełniacz': {'s': 'Andrei', 'pl': 'Andrei'}, 'celownik': {'s': 'Andrei', 'pl': 'Andreom'}, 'biernik': {'s': 'Andreę', 'pl': 'Andree'}, 'narzędnik': {'s': 'Andreą', 'pl': 'Andreami'}, 'miejscownik': {'s': 'Andrei', 'pl': 'Andreach'}, 'wołacz': {'s': 'Andreo', 'pl': 'Andree'}}","{'nominativus': {'s': 'Andrea', 'pl': 'Andree'}, 'genetivus': {'s': 'Andrei', 'pl': 'Andrei'}, 'dativus': {'s': 'Andrei', 'pl': 'Andreom'}, 'accusativus': {'s': 'Andreę', 'pl': 'Andree'}, 'instrumentalis': {'s': 'Andreą', 'pl': 'Andreami'}, 'locativus': {'s': 'Andrei', 'pl': 'Andreach'}, 'vocativus': {'s': 'Andreo', 'pl': 'Andree'}}",19
20,Andrzeja,f,"{'mianownik': {'s': 'Andrzeja', 'pl': 'Andrzeje'}, 'dopełniacz': {'s': 'Andrzei', 'pl': 'Andrzei'}, 'celownik': {'s': 'Andrzei', 'pl': 'Andrzejom'}, 'biernik': {'s': 'Andrzeję', 'pl': 'Andrzeje'}, 'narzędnik': {'s': 'Andrzeją', 'pl': 'Andrzejami'}, 'miejscownik': {'s': 'Andrzei', 'pl': 'Andrzejach'}, 'wołacz': {'s': 'Andrzejo', 'pl': 'Andrzeje'}}","{'nominativus': {'s': 'Andrzeja', 'pl': 'Andrzeje'}, 'genetivus': {'s': 'Andrzei', 'pl': 'Andrzei'}, 'dativus': {'s': 'Andrzei', 'pl': 'Andrzejom'}, 'accusativus': {'s': 'Andrzeję', 'pl': 'Andrzeje'}, 'instrumentalis': {'s': 'Andrzeją', 'pl': 'Andrzejami'}, 'locativus': {'s': 'Andrzei', 'pl': 'Andrzejach'}, 'vocativus': {'s': 'Andrzejo', 'pl': 'Andrzeje'}}",20
21,Andżelika,f,"{'mianownik': {'s': 'Andżelika', 'pl': 'Andżeliki'}, 'dopełniacz': {'s': 'Andżeliki', 'pl': 'Andżelik'}, 'celownik': {'s': 'Andżelice', 'pl': 'Andżelikom'}, 'biernik': {'s': 'Andżelikę', 'pl': 'Andżeliki'}, 'narzędnik': {'s': 'Andżeliką', 'pl': 'Andżelikami'}, 'miejscownik': {'s': 'Andżelice', 'pl': 'Andżelikach'}, 'wołacz': {'s': 'Andżeliko', 'pl': 'Andżeliki'}}","{'nominativus': {'s': 'Andżelika', 'pl': 'Andżeliki'}, 'genetivus': {'s': 'Andżeliki', 'pl': 'Andżelik'}, 'dativus': {'s': 'Andżelice', 'pl': 'Andżelikom'}, 'accusativus': {'s': 'Andżelikę', 'pl': 'Andżeliki'}, 'instrumentalis': {'s': 'Andżeliką', 'pl': 'Andżelikami'}, 'locativus': {'s': 'Andżelice', 'pl': 'Andżelikach'}, 'vocativus': {'s': 'Andżeliko', 'pl': 'Andżeliki'}}",21
22,Aneta,f,"{'mianownik': {'s': 'Aneta', 'pl': 'Anety'}, 'dopełniacz': {'s': 'Anety', 'pl': 'Anet'}, 'celownik': {'s': 'Anecie', 'pl': 'Anetom'}, 'biernik': {'s': 'Anetę', 'pl': 'Anety'}, 'narzędnik': {'s': 'Anetą', 'pl': 'Anetami'}, 'miejscownik': {'s': 'Anecie', 'pl': 'Anetach'}, 'wołacz': {'s': 'Aneto', 'pl': 'Anety'}}","{'nominativus': {'s': 'Aneta', 'pl': 'Anety'}, 'genetivus': {'s': 'Anety', 'pl': 'Anet'}, 'dativus': {'s': 'Anecie', 'pl': 'Anetom'}, 'accusativus': {'s': 'Anetę', 'pl': 'Anety'}, 'instrumentalis': {'s': 'Anetą', 'pl': 'Anetami'}, 'locativus': {'s': 'Anecie', 'pl': 'Anetach'}, 'vocativus': {'s': 'Aneto', 'pl': 'Anety'}}",22
23,Anetta,f,"{'mianownik': {'s': 'Anetta', 'pl': 'Anetty'}, 'dopełniacz': {'s': 'Anetty', 'pl': 'Anett'}, 'celownik': {'s': 'Anetcie', 'pl': 'Anettom'}, 'biernik': {'s': 'Anettę', 'pl': 'Anetty'}, 'narzędnik': {'s': 'Anettą', 'pl': 'Anettami'}, 'miejscownik': {'s': 'Anetcie', 'pl': 'Anettach'}, 'wołacz': {'s': 'Anetto', 'pl': 'Anetty'}}","{'nominativus': {'s': 'Anetta', 'pl': 'Anetty'}, 'genetivus': {'s': 'Anetty', 'pl': 'Anett'}, 'dativus': {'s': 'Anetcie', 'pl': 'Anettom'}, 'accusativus': {'s': 'Anettę', 'pl': 'Anetty'}, 'instrumentalis': {'s': 'Anettą', 'pl': 'Anettami'}, 'locativus': {'s': 'Anetcie', 'pl': 'Anettach'}, 'vocativus': {'s': 'Anetto', 'pl': 'Anetty'}}",23
24,Angelika,f,"{'mianownik': {'s': 'Angelika', 'pl': 'Angeliki'}, 'dopełniacz': {'s': 'Angeliki', 'pl': 'Angelik'}, 'celownik': {'s': 'Angelice', 'pl': 'Angelikom'}, 'biernik': {'s': 'Angelikę', 'pl': 'Angeliki'}, 'narzędnik': {'s': 'Angeliką', 'pl': 'Angelikami'}, 'miejscownik': {'s': 'Angelice', 'pl': 'Angelikach'}, 'wołacz': {'s': 'Angeliko', 'pl': 'Angeliki'}}","{'nominativus': {'s': 'Angelika', 'pl': 'Angeliki'}, 'genetivus': {'s': 'Angeliki', 'pl': 'Angelik'}, 'dativus': {'s': 'Angelice', 'pl': 'Angelikom'}, 'accusativus': {'s': 'Angelikę', 'pl': 'Angeliki'}, 'instrumentalis': {'s': 'Angeliką', 'pl': 'Angelikami'}, 'locativus': {'s': 'Angelice', 'pl': 'Angelikach'}, 'vocativus': {'s': 'Angeliko', 'pl': 'Angeliki'}}",24
25,Aniela,f,"{'mianownik': {'s': 'Aniela', 'pl': 'Aniele'}, 'dopełniacz': {'s': 'Anieli', 'pl': 'Anieli'}, 'celownik': {'s': 'Anieli', 'pl': 'Anielom'}, 'biernik': {'s': 'Anielę', 'pl': 'Aniele'}, 'narzędnik': {'s': 'Anielą', 'pl': 'Anielami'}, 'miejscownik': {'s': 'Anieli', 'pl': 'Anielach'}, 'wołacz': {'s': 'Anielo', 'pl': 'Aniele'}}","{'nominativus': {'s': 'Aniela', 'pl': 'Aniele'}, 'genetivus': {'s': 'Anieli', 'pl': 'Anieli'}, 'dativus': {'s': 'Anieli', 'pl': 'Anielom'}, 'accusativus': {'s': 'Anielę', 'pl': 'Aniele'}, 'instrumentalis': {'s': 'Anielą', 'pl': 'Anielami'}, 'locativus': {'s': 'Anieli', 'pl': 'Anielach'}, 'vocativus': {'s': 'Anielo', 'pl': 'Aniele'}}",25
26,Anita,f,"{'mianownik': {'s': 'Anita', 'pl': 'Anity'}, 'dopełniacz': {'s': 'Anity', 'pl': 'Anit'}, 'celownik': {'s': 'Anicie', 'pl': 'Anitom'}, 'biernik': {'s': 'Anitę', 'pl': 'Anity'}, 'narzędnik': {'s': 'Anitą', 'pl': 'Anitami'}, 'miejscownik': {'s': 'Anicie', 'pl': 'Anitach'}, 'wołacz': {'s': 'Anito', 'pl': 'Anity'}}","{'nominativus': {'s': 'Anita', 'pl': 'Anity'}, 'genetivus': {'s': 'Anity', 'pl': 'Anit'}, 'dativus': {'s': 'Anicie', 'pl': 'Anitom'}, 'accusativus': {'s': 'Anitę', 'pl': 'Anity'}, 'instrumentalis': {'s': 'Anitą', 'pl': 'Anitami'}, 'locativus': {'s': 'Anicie', 'pl': 'Anitach'}, 'vocativus': {'s': 'Anito', 'pl': 'Anity'}}",26
27,Anna,f,"{'mianownik': {'s': 'Anna', 'pl': 'Anny'}, 'dopełniacz': {'s': 'Anny', 'pl': 'Ann'}, 'celownik': {'s': 'Annie', 'pl': 'Annom'}, 'biernik': {'s': 'Annę', 'pl': 'Anny'}, 'narzędnik': {'s': 'Anną', 'pl': 'Annami'}, 'miejscownik': {'s': 'Annie', 'pl': 'Annach'}, 'wołacz': {'s': 'Anno', 'pl': 'Anny'}}","{'nominativus': {'s': 'Anna', 'pl': 'Anny'}, 'genetivus': {'s': 'Anny', 'pl': 'Ann'}, 'dativus': {'s': 'Annie', 'pl': 'Annom'}, 'accusativus': {'s': 'Annę', 'pl': 'Anny'}, 'instrumentalis': {'s': 'Anną', 'pl': 'Annami'}, 'locativus': {'s': 'Annie', 'pl': 'Annach'}, 'vocativus': {'s': 'Anno', 'pl': 'Anny'}}",27
28,Antonia,f,"{'mianownik': {'s': 'Antonia', 'pl': 'Antonie'}, 'dopełniacz': {'s': 'Antonii', 'pl': 'Antonii'}, 'celownik': {'s': 'Antonii', 'pl': 'Antoniom'}, 'biernik': {'s': 'Antonię', 'pl': 'Antonie'}, 'narzędnik': {'s': 'Antonią', 'pl': 'Antoniami'}, 'miejscownik': {'s': 'Antonii', 'pl': 'Antoniach'}, 'wołacz': {'s': 'Antonio', 'pl': 'Antonie'}}","{'nominativus': {'s': 'Antonia', 'pl': 'Antonie'}, 'genetivus': {'s': 'Antonii', 'pl': 'Antonii'}, 'dativus': {'s': 'Antonii', 'pl': 'Antoniom'}, 'accusativus': {'s': 'Antonię', 'pl': 'Antonie'}, 'instrumentalis': {'s': 'Antonią', 'pl': 'Antoniami'}, 'locativus': {'s': 'Antonii', 'pl': 'Antoniach'}, 'vocativus': {'s': 'Antonio', 'pl': 'Antonie'}}",28
